Contrast_0,Contrast_45,Contrast_90,Contrast_135,Correlation_0,Correlation_45,Correlation_90,Correlation_135,Energy_0,Energy_45,Energy_90,Energy_135,Homogeneity_0,Homogeneity_45,Homogeneity_90,Homogeneity_135,Label
0.544736842105263,1.52631578947368,1.27368421052632,1.62603878116344,0.971088405348819,0.925239159334283,0.938294829392029,0.916273273743401,0.0448476454293629,0.0289669354900592,0.0340858725761773,0.0314684509787371,0.780263157894737,0.633656509695291,0.69219298245614,0.664681440443213,1
0.0236842105263158,0.0249307479224377,0.00526315789473684,0.0249307479224377,-0.0187667560321716,-0.0187667560321716,0.886193471099132,-0.0187667560321716,0.953753462603878,0.951381588539069,0.948518005540166,0.951381588539069,0.988157894736842,0.987534626038781,0.997368421052632,0.987534626038781,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0.0526315789473684,0.0526315789473684,0,0.0526315789473684,-0.0187667560321716,-0.0187667560321716,1,-0.0187667560321716,0.900277008310249,0.900277008310249,0.905,0.900277008310249,0.973684210526316,0.973684210526316,1,0.973684210526316,3
0.00526315789473684,0.0110803324099723,0.0105263157894737,0.0110803324099723,0.497354497354497,-0.00557103064066853,-0.00529100529100529,-0.00557103064066853,0.984293628808864,0.978023495829529,0.979113573407202,0.978023495829529,0.997368421052631,0.994459833795014,0.994736842105263,0.994459833795014,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0.00526315789473684,0.0193905817174515,0.0210526315789474,0.0166204986149584,0.772539303936907,-0.00884560977937304,-0.0103005240524921,-0.00837988826815643,0.973947368421053,0.961817358675885,0.958573407202216,0.967173364231398,0.997368421052632,0.990304709141274,0.989473684210526,0.991689750692521,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
